id;name;link;bgg_rank;suggested_player;min_player;max_player;max_playtime;ratio_play;age;mecha_list;family_list;domain_list;cat_list;designer_list;awards;Image_link;weight;geek_rating;year
220308;Gaia Project;https://boardgamegeek.com/boardgame/220308/gaia-project;11;[1, 2, 3, 4];1;4;150;37.5;12.0;['End Game Bonuses', 'Hexagon Grid', 'Income', 'Modular Board', 'Network and Route Building', 'Solo / Solitaire Game', 'Tech Trees / Tech Tracks', 'Turn Order: Pass Order', 'Variable Player Powers', 'Variable Set-up', 'Victory Points as a Resource'];['Category: Combinatorial', 'Components: Control Boards', 'Components: Map (Interplanetary or Interstellar scale)', 'Digital Implementations: Board Game Arena', 'Digital Implementations: Steam', 'Mechanism: Tableau Building', 'Misc: Made by Panda', 'Organizations: Automa Factory', 'Players: Games with Solitaire Rules'];['Strategy Games'];['Civilization', 'Economic', 'Miniatures', 'Science Fiction', 'Space Exploration', 'Territory Building'];['Jens Drögemüller', 'Helge Ostertag'];14;https://cf.geekdo-images.com/hGWFm3hbMlCDsfCsauOQ4g__original/img/tjlflQtUPFiTpLpwk1NCVCS29Ic=/0x0/filters:format(png)/pic5375625.png;4.4;8.2;2017
316554;Dune: Imperium;https://boardgamegeek.com/boardgame/316554/dune-imperium;12;[1, 2, 3, 4];1;4;120;30.0;14.0;['Card Play Conflict Resolution', 'Deck, Bag, and Pool Building', 'Force Commitment', 'Increase Value of Unchosen Resources', 'Open Drafting', 'Solo / Solitaire Game', 'Take That', 'Turn Order: Progressive', 'Variable Player Powers', 'Worker Placement'];['Books: Dune', 'Misc: LongPack Games', 'Misc: Watch It Played How To Videos', 'Players: Games with Solitaire Rules'];['Strategy Games'];['Movies / TV / Radio theme', 'Novel-based', 'Political', 'Science Fiction'];['Paul Dennen'];23;https://cf.geekdo-images.com/PhjygpWSo-0labGrPBMyyg__original/img/mZzaBAEEJpMlHWWmC0R6Su0OibQ=/0x0/filters:format(jpeg)/pic5666597.jpg;3.0;8.1;2020
182028;Through the Ages: A New Story of Civilization;https://boardgamegeek.com/boardgame/182028/through-ages-new-story-civilization;13;[2, 3, 4];2;4;120;30.0;14.0;['Action Points', 'Auction/Bidding', 'Auction: Dutch', 'Events', 'Income', 'Open Drafting', 'Take That'];['Digital Implementations: Board Game Arena', 'Game: Through the Ages', 'Historical Figures: Various', 'Mechanism: Tableau Building'];['Strategy Games'];['Card Game', 'Civilization', 'Economic'];['Vlaada Chvátil'];3;https://cf.geekdo-images.com/fVwPntkJKgaEo0rIC0RwpA__original/img/1jawNpljTXwnT4km_2CjGwoUPR8=/0x0/filters:format(jpeg)/pic2663291.jpg;4.4;8.1;2015
12333;Twilight Struggle;https://boardgamegeek.com/boardgame/12333/twilight-struggle;14;[2];2;2;180;90.0;13.0;['Action/Event', 'Advantage Token', 'Area Majority / Influence', 'Campaign / Battle Card Driven', 'Dice Rolling', 'Events', 'Hand Management', 'Simulation', 'Simultaneous Action Selection', 'Sudden Death Ending', 'Tug of War'];['Components: Map (Global Scale)', 'Components: Multi-Use Cards', 'Country: Soviet Union', 'Country: USA', 'Digital Implementation: Google Play', 'Digital Implementations: Steam', 'Game: Twilight Struggle', 'History: Cold War', 'Players: Two Player Only Games', 'Players: Wargames with Rules Supporting Only Two Players', 'Region: The World', 'Series: Twilight Struggle', 'Theme: Nuclear option'];['Strategy Games', 'Wargames'];['Modern Warfare', 'Political', 'Wargame'];['Ananda Gupta', 'Jason Matthews'];13;https://cf.geekdo-images.com/pNCiUUphnoeWOYfsWq0kng__original/img/Iae47UtAd_RXVd5tJ3YzbDHOv4E=/0x0/filters:format(jpeg)/pic3530661.jpg;3.6;8.1;2005
193738;Great Western Trail;https://boardgamegeek.com/boardgame/193738/great-western-trail;15;[2, 3, 4];2;4;150;37.5;12.0;['Deck, Bag, and Pool Building', 'Hand Management', 'Ownership', 'Set Collection', 'Track Movement', 'Variable Set-up'];['Animals: Cattle / Cows', 'Cities: Kansas City (Missouri, USA)', 'Components: Control Boards', 'Components: Wooden pieces & boards', 'Country: USA', 'Digital Implementations: Board Game Arena', 'Game: Great Western Trail', 'Mechanism: Tableau Building', 'Series: The Great Designers (Stronghold Games)', 'States: Texas'];['Strategy Games'];['American West', 'Animals', 'Economic'];['Alexander Pfister'];30;https://cf.geekdo-images.com/u1l0gH7sb_vnvDvoO_QHqA__original/img/2zv_XMQoPFWk9Dn0oS4JY1IeFzw=/0x0/filters:format(jpeg)/pic4887376.jpg;3.7;8.1;2016
169786;Scythe;https://boardgamegeek.com/boardgame/169786/scythe;16;[1, 2, 3, 4];1;5;115;23.0;14.0;['Card Play Conflict Resolution', 'Contracts', 'End Game Bonuses', 'Force Commitment', 'Grid Movement', 'Hexagon Grid', 'King of the Hill', 'Movement Points', 'Solo / Solitaire Game', 'Take That', 'Tech Trees / Tech Tracks', 'Variable Player Powers', 'Variable Set-up', 'Victory Points as a Resource', 'Zone of Control'];['Category: Dized Tutorial', 'Components: Control Boards', 'Components: Map (Continental / National scale)', 'Components: Meeples (Black)', 'Components: Meeples (Blue)', 'Components: Meeples (Red)', 'Components: Meeples (Yellow)', 'Components: Miniatures', 'Components: Wooden pieces & boards', 'Crowdfunding: Kickstarter', 'Digital Implementations: Steam', 'Digital Implementations: TableTop Simulator Mod (TTS)', 'Digital Implementations: Tabletopia', 'Game: Scythe', 'Mechanism: 4X', 'Mechanism: Tableau Building', 'Misc: Made by Panda', 'Misc: Watch It Played How To Videos', 'Organizations: Automa Factory', 'Players: Games with Solitaire Rules', 'Theme: Alternate History', 'Theme: Dieselpunk', 'Theme: Mech Warfare'];['Strategy Games'];['Economic', 'Fighting', 'Science Fiction', 'Territory Building'];['Jamey Stegmaier'];33;https://cf.geekdo-images.com/7k_nOxpO9OGIjhLq2BUZdA__original/img/HlDb9F365w0tSP8uD1vf1pfniQE=/0x0/filters:format(jpeg)/pic3163924.jpg;3.4;8.0;2016
84876;The Castles of Burgundy;https://boardgamegeek.com/boardgame/84876/castles-burgundy;17;[2, 3, 4];2;4;90;22.5;12.0;['Dice Rolling', 'End Game Bonuses', 'Grid Coverage', 'Hexagon Grid', 'Pattern Building', 'Set Collection', 'Tile Placement', 'Turn Order: Stat-Based', 'Variable Set-up', 'Worker Placement with Dice Workers'];['Components: Hexagonal Tiles', 'Components: Map (Continental / National scale)', 'Country: France', 'Digital Implementations: Board Game Arena', 'Digital Implementations: Boiteajeux', 'Digital Implementations: Steam', 'Digital Implementations: Yucata', 'Game: The Castles of Burgundy', 'Mechanism: Tableau Building', 'Players: Games with expansions that add solo play', 'Region: Burgundy (France)', 'Series: Alea Big Box'];['Strategy Games'];['Dice', 'Medieval', 'Territory Building'];['Stefan Feld'];14;https://cf.geekdo-images.com/5CFwjd8zTcGYVUnkXh04hw__original/img/N8btACZrnEYK1amBNk26VBdcGwc=/0x0/filters:format(jpeg)/pic1176894.jpg;3.0;8.0;2011
167355;Nemesis;https://boardgamegeek.com/boardgame/167355/nemesis;18;[1, 2, 3, 4];1;5;180;36.0;12.0;['Campaign / Battle Card Driven', 'Cooperative Game', 'Dice Rolling', 'Hand Management', 'Hidden Roles', 'Modular Board', 'Player Elimination', 'Semi-Cooperative Game', 'Solo / Solitaire Game', 'Team-Based Game', 'Traitor Game', 'Variable Player Powers'];['Category: Dungeon Crawler', 'Components: Dice with Icons', 'Components: Miniatures', 'Components: Polyhedral (not D6) dice', 'Creatures: Aliens / Extraterrestrials', 'Crowdfunding: Kickstarter', 'Crowdfunding: Modian', 'Game: Nemesis', 'Misc: Eastar Game Manufacturing', 'Players: Games with Solitaire Rules'];['Thematic Games'];['Adventure', 'Horror', 'Miniatures', 'Science Fiction'];['Adam Kwapiński'];11;https://cf.geekdo-images.com/tAqLpWxQ0Oo3GaPP3MER1g__original/img/sA6r1p6BO_Tgyc3-xgIESC9Y-vg=/0x0/filters:format(jpeg)/pic5073276.jpg;3.4;8.0;2018
173346;7 Wonders Duel;https://boardgamegeek.com/boardgame/173346/7-wonders-duel;19;[2];2;2;30;15.0;10.0;['Layering', 'Open Drafting', 'Set Collection', 'Sudden Death Ending', 'Tug of War', 'Variable Player Powers'];['Ancient: Babylon', 'Ancient: Egypt', 'Ancient: Greece', 'Constructions: Pyramids', 'Digital Implementations: Board Game Arena', 'Game: 7 Wonders', 'Game: 7 Wonders Duel', 'Mechanism: Tableau Building', 'Players: Games with expansions that add solo play', 'Players: Two Player Only Games', 'Versions & Editions: Two-Player Versions of More-Player Games'];['Strategy Games'];['Ancient', 'Card Game', 'City Building', 'Civilization', 'Economic'];['Antoine Bauza', 'Bruno Cathala'];24;https://cf.geekdo-images.com/zdagMskTF7wJBPjX74XsRw__original/img/Ju836WNSaW7Mab9Vjq2TJ_FqhWQ=/0x0/filters:format(jpeg)/pic2576399.jpg;2.2;8.0;2015
28720;Brass: Lancashire;https://boardgamegeek.com/boardgame/28720/brass-lancashire;20;[2, 3, 4];2;4;120;30.0;14.0;['Hand Management', 'Income', 'Loans', 'Market', 'Network and Route Building', 'Tech Trees / Tech Tracks', 'Turn Order: Stat-Based'];['Cities: Manchester (England, UK)', 'Components: Map (Continental / National scale)', 'Country: England', 'Crowdfunding: Spieleschmiede', 'Digital Implementations: Steam', 'Game: Brass', 'History: Industrial Revolution', 'Theme: Canals'];['Strategy Games'];['Economic', 'Industry / Manufacturing', 'Post-Napoleonic', 'Transportation'];['Martin Wallace'];7;https://cf.geekdo-images.com/tHVtPzu82mBpeQbbZkV6EA__original/img/3ffdJj5Pz6HQrg09Kh8ecTen-TY=/0x0/filters:format(jpeg)/pic3469216.jpg;3.9;8.0;2007
124361;Concordia;https://boardgamegeek.com/boardgame/124361/concordia;21;[2, 3, 4];2;5;100;20.0;13.0;['Action Retrieval', 'Advantage Token', 'Auction: Dutch', 'Deck, Bag, and Pool Building', 'End Game Bonuses', 'Hand Management', 'Hidden Victory Points', 'Movement Points', 'Open Drafting', 'Point to Point Movement', 'Set Collection', 'Variable Set-up'];['Ancient: Rome', 'Components: Map (Continental / National scale)', 'Digital Implementations: Boiteajeux', 'Digital Implementations: Steam', 'Game: Concordia', 'Players: Games with expansions that add solo play', 'Region: Mediterranean Sea'];['Strategy Games'];['Ancient', 'Economic', 'Nautical'];['Mac Gerdts'];11;https://cf.geekdo-images.com/CzwSm8i7tkLz6cBnrILZBg__original/img/BhJ3sB3uk-eSdR1iW4EP3cu0Wi0=/0x0/filters:format(jpeg)/pic3453267.jpg;3.0;8.0;2013
177736;A Feast for Odin;https://boardgamegeek.com/boardgame/177736/feast-odin;22;[1, 2, 3, 4];1;4;120;30.0;12.0;['Automatic Resource Growth', 'Dice Rolling', 'Grid Coverage', 'Income', 'Push Your Luck', 'Solo / Solitaire Game', 'Tile Placement', 'Turn Order: Pass Order', 'Worker Placement'];['Components: Polyominoes', 'Components: Wooden pieces & boards', 'Country: Iceland', 'Digital Implementations: Board Game Arena', 'Game: A Feast for Odin', 'Mechanism: Tableau Building', 'Players: Games with Solitaire Rules', 'Series: Harvest (Uwe Rosenberg)', 'Theme: Food / Cooking', 'Theme: Vikings'];['Strategy Games'];['Economic', 'Farming', 'Industry / Manufacturing', 'Medieval', 'Puzzle'];['Uwe Rosenberg'];9;https://cf.geekdo-images.com/s9oGMCo1fcfV4Dk3EnqLZw__original/img/N1X-0JB1GapFVhl98nP4tNFXMcM=/0x0/filters:format(png)/pic3146943.png;3.9;7.9;2016
246900;Eclipse: Second Dawn for the Galaxy;https://boardgamegeek.com/boardgame/246900/eclipse-second-dawn-galaxy;23;[2, 3, 4];2;6;200;33.33;14.0;['Alliances', 'Area Majority / Influence', 'Area Movement', 'Area-Impulse', 'Critical Hits and Failures', 'Dice Rolling', 'Grid Movement', 'Hexagon Grid', 'Income', 'Kill Steal', 'Modular Board', 'Passed Action Token', 'Player Elimination', 'Tech Trees / Tech Tracks', 'Tile Placement', 'Variable Player Powers'];['Components: Control Boards', 'Components: Game Trayz Inside', 'Components: Miniatures', 'Crowdfunding: Kickstarter', 'Game: Eclipse (Lautapelit.fi)', 'Mechanism: 4X', 'Misc: Made by Panda'];['Strategy Games'];['Civilization', 'Science Fiction', 'Space Exploration', 'Wargame'];['Touko Tahkokallio'];4;https://cf.geekdo-images.com/Oh3kHw6lweg6ru71Q16h2Q__original/img/yW7d4RNfU1ndISCaPlfGYUyxnRU=/0x0/filters:format(jpeg)/pic5235277.jpg;3.6;7.9;2020
266507;Clank!: Legacy – Acquisitions Incorporated;https://boardgamegeek.com/boardgame/266507/clank-legacy-acquisitions-incorporated;24;[2, 3, 4];2;4;120;30.0;13.0;['Deck, Bag, and Pool Building', 'Delayed Purchase', 'End Game Bonuses', 'Events', 'Legacy Game', 'Map Addition', 'Movement Points', 'Narrative Choice / Paragraph', 'Once-Per-Game Abilities', 'Open Drafting', 'Pick-up and Deliver', 'Player Elimination', 'Point to Point Movement', 'Push Your Luck', 'Scenario / Mission / Campaign Game', 'Set Collection', 'Variable Player Powers', 'Variable Set-up'];['Components: Miniatures', 'Creatures: Dragons', 'Creatures: Goblins', 'Game: Clank!', 'Mechanism: Campaign Games', 'Mechanism: Legacy', 'Versions & Editions: Legacy Versions of Non-Legacy Games'];['Thematic Games'];['Adventure', 'Fantasy', 'Miniatures'];['Andy Clautice', 'Paul Dennen'];3;https://cf.geekdo-images.com/hc2NDafu5c24iLJh_IZmyg__original/img/1Fpyz7j7rTvMPRiDdPjn0Vf0m2k=/0x0/filters:format(png)/pic4885780.png;2.7;7.9;2019
120677;Terra Mystica;https://boardgamegeek.com/boardgame/120677/terra-mystica;25;[2, 3, 4];2;5;150;30.0;12.0;['End Game Bonuses', 'Hexagon Grid', 'Income', 'Increase Value of Unchosen Resources', 'Network and Route Building', 'Tech Trees / Tech Tracks', 'Turn Order: Pass Order', 'Variable Player Powers', 'Variable Set-up', 'Victory Points as a Resource'];['Category: Combinatorial', 'Components: Control Boards', 'Components: Map (Continental / National scale)', 'Components: Wooden pieces & boards', 'Digital Implementation: Google Play', 'Digital Implementations: Board Game Arena', 'Digital Implementations: Tabletopia', 'Digital Implementations: Yucata', 'Game: Terra Mystica', 'Mechanism: Tableau Building'];['Strategy Games'];['Civilization', 'Economic', 'Fantasy', 'Territory Building'];['Jens Drögemüller', 'Helge Ostertag'];29;https://cf.geekdo-images.com/bre12I1YiXkZr7elvriz4A__original/img/_dZS7fVfdc4DhJPbqnDpwTT4uF0=/0x0/filters:format(jpeg)/pic5375624.jpg;4.0;7.9;2012
266192;Wingspan;https://boardgamegeek.com/boardgame/266192/wingspan;26;[1, 2, 3, 4];1;5;70;14.0;10.0;['Contracts', 'Dice Rolling', 'End Game Bonuses', 'Hand Management', 'Once-Per-Game Abilities', 'Open Drafting', 'Set Collection', 'Solo / Solitaire Game', 'Turn Order: Progressive'];['Animals: Birds', 'Animals: Crows / Ravens / Magpies', 'Animals: Ducks', 'Animals: Eagles', 'Animals: Geese', 'Animals: Owls', 'Animals: Turkeys', 'Components: Control Boards', 'Components: Dice with Icons', 'Components: Drop Tower', 'Components: Game Trayz Inside', 'Digital Implementation: Google Play', 'Digital Implementations: Board Game Arena', 'Digital Implementations: Steam', 'Digital Implementations: TableTop Simulator Mod (TTS)', 'Digital Implementations: Tabletopia', 'Game: Wingspan', 'Mechanism: Tableau Building', 'Misc: Made by Panda', 'Misc: Watch It Played How To Videos', 'Organizations: Automa Factory', 'Players: Games with Solitaire Rules', 'Theme: Biology', 'Theme: Nature'];['Family Games', 'Strategy Games'];['Animals', 'Card Game', 'Educational'];['Elizabeth Hargrave'];42;https://cf.geekdo-images.com/yLZJCVLlIx4c7eJEWUNJ7w__original/img/cI782Zis9cT66j2MjSHKJGnFPNw=/0x0/filters:format(jpeg)/pic4458123.jpg;2.4;7.9;2019
205637;Arkham Horror: The Card Game;https://boardgamegeek.com/boardgame/205637/arkham-horror-card-game;27;[1, 2];1;2;120;60.0;14.0;['Action Points', 'Area Movement', 'Communication Limits', 'Cooperative Game', 'Deck Construction', 'Events', 'Hand Management', 'Map Deformation', 'Modular Board', 'Push Your Luck', 'Role Playing', 'Scenario / Mission / Campaign Game', 'Solo / Solitaire Game', 'Stat Check Resolution', 'Variable Player Powers'];['Collectible: Living Card Game (Fantasy Flight Games)', 'Game: Arkham Horror – The Card Game', 'Mechanism: Campaign Games', 'Players: Games with Solitaire Rules', 'Series: Arkham Horror Files (Fantasy Flight Games)', 'Theme: Cthulhu Mythos', 'Versions & Editions: Card Versions of Non-Card Games'];['Customizable Games', 'Thematic Games'];['Adventure', 'Card Game', 'Collectible Components', 'Exploration', 'Horror', 'Novel-based'];['Nate French', 'MJ Newman'];15;https://cf.geekdo-images.com/B5F5ulz0UivNgrI9Ky0euA__original/img/guEKCewM_2e5ugltSN3dTSwdZJI=/0x0/filters:format(jpeg)/pic3122349.jpg;3.5;7.9;2016
